RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit,Revenue,NetPrice
6479,CA-2018-140872,2018-06-03,2018-06-10,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,15.552,3.0,0.2,5.4432,10.108799999999999,1.2441599999999995
6480,CA-2018-140872,2018-06-03,2018-06-10,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-PH-10000441,Technology,Phones,VTech DS6151,503.96,5.0,0.2,50.396,453.56399999999996,64.50688
6481,CA-2018-140872,2018-06-03,2018-06-10,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.472,7.0,0.2,1.8354,22.6366,2.37728
6482,CA-2018-140872,2018-06-03,2018-06-10,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,241.568,2.0,0.2,0.0,241.568,96.6272
6483,CA-2018-140872,2018-06-03,2018-06-10,Standard Class,NR-18550,Nick Radford,Consumer,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2.0,0.2,-4.14,114.54,47.472
6484,CA-2018-113908,2018-06-03,2018-06-09,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011.0,East,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2.0,0.4,-115.4304,500.1984,184.68863999999996
6485,CA-2018-113908,2018-06-03,2018-06-09,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011.0,East,TEC-MA-10003173,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66,6.0,0.0,36.1836,42.4764,1.0488
6486,CA-2018-113908,2018-06-03,2018-06-09,Standard Class,KN-16390,Katherine Nockton,Corporate,United States,New York City,New York,10011.0,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,45.36,4.0,0.0,22.2264,23.133599999999998,0.226799999999999
6487,CA-2016-120621,2016-03-21,2016-03-26,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4.0,0.2,156.338,805.7420000000001,129.88080000000002
6488,CA-2016-120621,2016-03-21,2016-03-26,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3.0,0.7,-9.8463,22.6893,3.2535600000000002
6489,CA-2016-120621,2016-03-21,2016-03-26,Standard Class,JW-16075,Julia West,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,295.456,14.0,0.2,96.0232,199.43280000000001,5.909120000000001
6490,US-2018-148866,2018-09-19,2018-09-24,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10004782,Office Supplies,Paper,Xerox 228,32.4,5.0,0.0,15.552,16.848,0.2591999999999999
6491,CA-2015-149594,2015-09-15,2015-09-19,Standard Class,MF-18250,Monica Federle,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",103.936,4.0,0.2,16.8896,87.0464,14.031360000000001
6492,CA-2017-113845,2017-11-20,2017-11-25,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,32839.0,South,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2.0,0.2,10.8588,278.7092,107.14016000000001
6493,CA-2017-113845,2017-11-20,2017-11-25,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,32839.0,South,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,39.72,5.0,0.2,4.4685,35.2515,4.92528
6494,CA-2017-113845,2017-11-20,2017-11-25,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Orlando,Florida,32839.0,South,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,4.0,0.2,24.4768,220.2912,39.16288
6495,CA-2018-111262,2018-10-28,2018-11-01,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2.0,0.2,-2.7,26.7,11.76
6496,CA-2018-111262,2018-10-28,2018-11-01,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,77095.0,Central,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.552,3.0,0.2,5.4432,10.108799999999999,1.2441599999999995
6497,CA-2018-111262,2018-10-28,2018-11-01,Second Class,KH-16510,Keith Herrera,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2.0,0.2,-3.272,29.447999999999997,13.088
6498,CA-2016-103135,2016-07-24,2016-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214.0,South,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3.0,0.0,6.0726,14.8674,2.9315999999999995
6499,CA-2016-103135,2016-07-24,2016-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214.0,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9.0,0.0,62.1414,72.9486,1.2008
6500,CA-2016-103135,2016-07-24,2016-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214.0,South,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14.0,0.0,64.3678,215.49220000000003,10.794600000000003
6501,CA-2016-103135,2016-07-24,2016-07-28,Standard Class,SS-20515,Shirley Schmidt,Home Office,United States,Louisville,Kentucky,40214.0,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,6.0,0.0,41.4276,48.632400000000004,1.200800000000001
6502,CA-2015-129147,2015-11-02,2015-11-06,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256.0,East,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6.0,0.4,-107.9928,647.9568,75.59496
6503,CA-2015-129147,2015-11-02,2015-11-06,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256.0,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7.0,0.4,-10.0464,60.2784,6.02784
6504,CA-2015-129147,2015-11-02,2015-11-06,Standard Class,LC-17050,Liz Carlisle,Consumer,United States,Medina,Ohio,44256.0,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3.0,0.7,-13.4694,32.7114,4.618080000000001
6505,CA-2018-128265,2018-11-17,2018-11-22,Second Class,VW-21775,Victoria Wilson,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3.0,0.0,349.3392,898.3008000000001,182.98720000000003
6506,CA-2017-152331,2017-06-26,2017-06-30,Standard Class,LD-16855,Lela Donovan,Corporate,United States,Chicago,Illinois,60653.0,Central,OFF-AR-10001547,Office Supplies,Art,Newell 311,5.3039999999999985,3.0,0.2,0.4641,4.839899999999998,1.1668799999999995
6507,US-2017-128909,2017-10-09,2017-10-11,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,19.136,4.0,0.2,5.98,13.155999999999999,1.4351999999999996
6508,US-2017-128909,2017-10-09,2017-10-11,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,4.0,0.2,-24.9624,357.7944,76.55136
6509,CA-2018-102197,2018-12-20,2018-12-26,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009.0,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.9,5.0,0.0,137.151,142.74899999999997,1.1195999999999913
6510,CA-2018-102197,2018-12-20,2018-12-26,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009.0,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3.0,0.2,17.6232,32.72879999999999,4.028159999999998
6511,CA-2018-102197,2018-12-20,2018-12-26,Standard Class,DK-13150,David Kendrick,Corporate,United States,New York City,New York,10009.0,East,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,3.0,0.0,16.6698,17.350200000000005,0.22680000000000197
6512,CA-2018-167640,2018-03-06,2018-03-10,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109.0,West,OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,23.88,6.0,0.0,8.1192,15.7608,1.2736
6513,CA-2018-167640,2018-03-06,2018-03-10,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109.0,West,OFF-LA-10004559,Office Supplies,Labels,Avery 49,11.52,4.0,0.0,5.6448,5.8751999999999995,0.057599999999999874
6514,CA-2018-167640,2018-03-06,2018-03-10,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109.0,West,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,286.93,7.0,0.0,140.5957,146.3343,0.8198000000000027
6515,CA-2018-167640,2018-03-06,2018-03-10,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,San Francisco,California,94109.0,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,206.384,2.0,0.2,23.2182,183.1658,63.97904
6516,US-2018-116652,2018-09-15,2018-09-19,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",218.352,3.0,0.2,0.0,218.352,58.2272
6517,US-2018-116652,2018-09-15,2018-09-19,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",529.9,5.0,0.0,105.98,423.91999999999996,63.58799999999999
6518,US-2018-116652,2018-09-15,2018-09-19,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,99.3,10.0,0.0,41.706,57.593999999999994,1.588799999999999
6519,US-2018-116652,2018-09-15,2018-09-19,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,108.96,2.0,0.0,30.5088,78.4512,23.9712
6520,US-2018-116652,2018-09-15,2018-09-19,Standard Class,RD-19480,Rick Duston,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,2.688,1.0,0.2,0.84,1.8480000000000003,0.8064000000000003
6521,CA-2018-138289,2018-01-16,2018-01-18,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4.0,0.0,2504.2216,2939.7384,108.87920000000008
6522,CA-2018-138289,2018-01-16,2018-01-18,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201.0,Central,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3.0,0.0,72.6408,230.0292,52.462799999999994
6523,CA-2018-138289,2018-01-16,2018-01-18,Second Class,AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201.0,Central,OFF-PA-10001260,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7.0,0.0,25.2315,30.8385,0.8009999999999999
6524,CA-2017-129308,2017-07-07,2017-07-13,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10.08,2.0,0.2,3.276,6.804,1.4112000000000002
6525,CA-2017-129308,2017-07-07,2017-07-13,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone,59.994,1.0,0.4,-12.9987,72.9927,51.59484
6526,CA-2017-129308,2017-07-07,2017-07-13,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5.0,0.7,-4.7625,10.4775,0.9144000000000001
6527,CA-2017-129308,2017-07-07,2017-07-13,Standard Class,CC-12100,Chad Cunningham,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,9.42,5.0,0.7,-7.85,17.27,1.5072
6528,CA-2017-157791,2017-12-23,2017-12-28,Second Class,CA-11965,Carol Adams,Corporate,United States,Warwick,Rhode Island,2886.0,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,4.0,0.0,899.982,1099.978,49.999000000000024
6529,CA-2015-146864,2015-12-22,2015-12-26,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,New York City,New York,10024.0,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.4,4.0,0.0,56.264,160.136,25.967999999999996
6530,CA-2015-103744,2015-02-23,2015-02-27,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907.0,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,6.936,3.0,0.2,2.3409,4.5951,0.6011200000000001
6531,CA-2015-103744,2015-02-23,2015-02-27,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907.0,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,3.0,0.8,-6.8634,11.2914,1.2103199999999994
6532,US-2018-107384,2018-12-04,2018-12-08,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901.0,Central,OFF-AR-10001315,Office Supplies,Art,Newell 310,8.8,5.0,0.0,2.552,6.248000000000001,0.7392000000000002
6533,US-2018-107384,2018-12-04,2018-12-08,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901.0,Central,TEC-AC-10004595,Technology,Accessories,First Data TMFD35 PIN Pad,142.8,1.0,0.0,29.988000000000003,112.81200000000001,82.82400000000001
6534,US-2018-107384,2018-12-04,2018-12-08,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Rochester,Minnesota,55901.0,Central,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,399.95,5.0,0.0,143.982,255.968,22.397199999999998
6535,CA-2015-128209,2015-11-17,2015-11-22,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215.0,East,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2152.776,3.0,0.2,726.5619,1426.2140999999997,186.5739199999999
6536,CA-2015-128209,2015-11-17,2015-11-22,Standard Class,GT-14710,Greg Tran,Consumer,United States,Buffalo,New York,14215.0,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,4007.84,10.0,0.2,-50.098,4057.938,328.64288
6537,CA-2015-169684,2015-10-20,2015-10-23,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918.0,South,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3.0,0.4,-147.8655,476.4555,124.86419999999998
6538,CA-2015-169684,2015-10-20,2015-10-23,First Class,FH-14365,Fred Hopkins,Corporate,United States,Knoxville,Tennessee,37918.0,South,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.352,3.0,0.2,-24.588,122.94,39.340799999999994
6539,CA-2016-109862,2016-10-25,2016-10-30,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711.0,East,TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC Speaker Phone,158.99,1.0,0.0,41.3374,117.6526,76.3152
6540,CA-2016-109862,2016-10-25,2016-10-30,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Newark,Delaware,19711.0,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",291.1,5.0,0.0,75.686,215.41400000000002,27.945600000000002
6541,US-2018-107888,2018-11-16,2018-11-19,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103.0,West,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,73.68,6.0,0.0,34.6296,39.0504,0.7368
6542,US-2018-107888,2018-11-16,2018-11-19,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103.0,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,2.0,0.0,23.7864,116.13359999999999,46.17359999999999
6543,US-2018-107888,2018-11-16,2018-11-19,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103.0,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3.0,0.2,10.788,97.092,23.014400000000002
6544,US-2018-107888,2018-11-16,2018-11-19,First Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98103.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1.0,0.0,7.9896,25.3004,17.3108
6545,US-2018-154872,2018-05-14,2018-05-18,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105.0,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",58.17,5.0,0.7,-46.536,104.706,9.074520000000003
6546,US-2018-154872,2018-05-14,2018-05-18,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105.0,East,OFF-LA-10000973,Office Supplies,Labels,Avery 502,5.04,2.0,0.2,1.764,3.276,0.6047999999999999
6547,US-2018-154872,2018-05-14,2018-05-18,Standard Class,DP-13000,Darren Powers,Consumer,United States,Cleveland,Ohio,44105.0,East,OFF-PA-10000483,Office Supplies,Paper,Xerox 19,24.784,1.0,0.2,7.745,17.038999999999998,7.435199999999997
6548,CA-2015-113880,2015-03-01,2015-03-05,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126.0,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634.116,6.0,0.3,-172.1172,806.2332,114.14088000000001
6549,CA-2015-113880,2015-03-01,2015-03-05,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,Elmhurst,Illinois,60126.0,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",17.472,3.0,0.2,5.6784,11.793600000000001,1.6307200000000006
6550,US-2016-164966,2016-07-30,2016-08-01,First Class,GH-14410,Gary Hansen,Home Office,United States,Lakeville,Minnesota,55044.0,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",155.88,6.0,0.0,38.97,116.91,12.99
6551,CA-2016-126739,2016-11-01,2016-11-03,Second Class,JH-16180,Justin Hirsh,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,327.564,4.0,0.1,21.8376,305.7264,63.87498
6552,CA-2018-161578,2018-12-16,2018-12-21,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2.0,0.0,6.4128,6.9472,0.2671999999999999
6553,CA-2018-161578,2018-12-16,2018-12-21,Second Class,RB-19465,Rick Bensley,Home Office,United States,Los Angeles,California,90036.0,West,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",158.9,5.0,0.0,7.945,150.955,28.602000000000004
6554,CA-2015-137092,2015-10-20,2015-10-22,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653.0,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,319.968,4.0,0.2,71.9928,247.97520000000003,35.19648000000001
6555,CA-2015-137092,2015-10-20,2015-10-22,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",505.32,3.0,0.2,31.5825,473.7375,117.90800000000002
6556,CA-2015-137092,2015-10-20,2015-10-22,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,3.808,1.0,0.2,1.2376,2.5704,1.0662399999999999
6557,CA-2015-137092,2015-10-20,2015-10-22,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,8.682,1.0,0.8,-14.7594,23.4414,7.640159999999998
6558,CA-2015-137092,2015-10-20,2015-10-22,Second Class,LS-16975,Lindsay Shagiari,Home Office,United States,Chicago,Illinois,60653.0,Central,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",24.424,1.0,0.2,7.9378,16.4862,6.83872
6559,CA-2016-166947,2016-06-05,2016-06-10,Standard Class,EB-13750,Edward Becker,Corporate,United States,Buffalo,New York,14215.0,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,1522.638,9.0,0.1,169.18200000000004,1353.456,118.42739999999998
6560,CA-2017-160941,2017-07-21,2017-07-26,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661.0,West,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,419.9,5.0,0.0,197.353,222.54699999999997,5.038799999999992
6561,CA-2017-160941,2017-07-21,2017-07-26,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,Roseville,California,95661.0,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,3.15,1.0,0.0,1.5119999999999998,1.6380000000000001,0.12600000000000033
6562,CA-2018-144680,2018-03-31,2018-04-02,First Class,SC-20260,Scott Cohen,Corporate,United States,Arlington,Texas,76017.0,Central,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5.0,0.8,-90.774,124.394,8.606719999999996
6563,CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",16.14,3.0,0.0,7.9086,8.2314,0.10760000000000029
6564,CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841.0,East,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table,194.25,2.0,0.3,-38.85,233.1,95.1825
6565,CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841.0,East,OFF-AR-10002578,Office Supplies,Art,Newell 335,8.64,3.0,0.0,2.5056,6.134400000000001,1.2096000000000005
6566,CA-2015-166086,2015-05-07,2015-05-12,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Lawrence,Massachusetts,1841.0,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",872.32,4.0,0.0,244.2496,628.0704000000001,95.95520000000002
6567,CA-2018-131282,2018-02-05,2018-02-08,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,76706.0,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,243.992,4.0,0.8,-426.986,670.978,54.898199999999974
6568,CA-2018-131282,2018-02-05,2018-02-08,Second Class,CB-12025,Cassandra Brandow,Consumer,United States,Waco,Texas,76706.0,Central,OFF-AR-10003087,Office Supplies,Art,Staples in misc. colors,7.12,5.0,0.2,0.7120000000000001,6.408,0.9113600000000002
6569,CA-2015-100678,2015-04-18,2015-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,2.688,2.0,0.2,1.008,1.6800000000000002,0.26880000000000004
6570,CA-2015-100678,2015-04-18,2015-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3.0,0.3,-18.1176,335.1756,82.43507999999999
6571,CA-2015-100678,2015-04-18,2015-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,3.0,0.2,50.4063,98.9457,12.94384
6572,CA-2015-100678,2015-04-18,2015-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095.0,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3.0,0.2,28.497,199.47899999999998,45.59519999999999
6573,CA-2017-161543,2017-05-10,2017-05-16,Standard Class,RD-19720,Roger Demir,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,11.96,2.0,0.0,5.8604,6.099600000000001,0.11960000000000015
6574,CA-2017-160535,2017-11-25,2017-11-30,Standard Class,BP-11050,Barry Pond,Corporate,United States,Plainfield,New Jersey,7060.0,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4.0,0.0,67.608,495.792,107.04599999999999
